"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.571556127687729,0.00930370786641221,61.4331550274846,3.55569099744668e-205
"GenderF",-0.0479383086855727,0.0131574298450374,-3.64344018932038,0.000304626252950921
