"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.402937529096425,0.00769192395387301,52.3844920351221,1.14806385121563e-180
"GenderF",-0.00946551875253256,0.0108780231763097,-0.870150632988785,0.384742585687487
