"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.487477669940032,0.0114541927905938,42.55888466801,2.83355448058383e-207
"RaceChinese",-0.00485042044497624,0.0161986747904939,-0.29943316399084,0.764687726601639
"RaceLatinx",0.0476484688843144,0.0161986747904939,2.94150413540475,0.0033609657905348
"RaceWhite",0.0590458183852471,0.0161986747904938,3.64510178449277,0.000284644117824474
