"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.644680159161434,0.00922108907039176,69.9136679236138,0
"RaceChinese",-0.115011041589732,0.0130405892231984,-8.81946663768342,7.17758414846337e-18
"RaceLatinx",-0.00419910749098188,0.0130405892231984,-0.322002895659955,0.747535044898147
"RaceBlack",-0.107083450204111,0.0130405892231983,-8.21154998223679,8.78867017310521e-16
