"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.47148225693115,0.0109000789098928,43.2549397879346,3.42761160910294e-211
"RaceChinese",-0.00870938948946889,0.0154150394253074,-0.564993007748678,0.57223771145151
"RaceLatinx",0.0450271605535758,0.0154150394253074,2.92098899725506,0.00358786216015244
"RaceWhite",0.0525193606168215,0.0154150394253074,3.40702084294373,0.00068972200225689
