"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.528431008109634,0.010195233744006,51.8311812537215,2.51011642801185e-257
"RaceChinese",0.0547270369529119,0.0144182378323372,3.7956813855692,0.000158418162609867
"RaceLatinx",0.20502677910046,0.0144182378323372,14.219960960876,4.67186215467841e-41
"RaceWhite",0.197738352947749,0.0144182378323371,13.7144604803413,1.39502602182224e-38
