"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.732700778181416,0.0062938075682258,116.416139235086,0
"RaceChinese",0.0368249835550564,0.00890078802195138,4.13727228018885,3.88868343080742e-05
"RaceLatinx",0.021215703012323,0.00890078802195137,2.38357580924298,0.0173788866913674
"RaceWhite",-0.0101327265065573,0.00890078802195136,-1.13840779957546,0.255292745401729
