"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.602487574168252,0.00940278959870547,64.075407393057,8.68822605475605e-212
"GenderF",-0.0410313692628353,0.01329755257463,-3.08563316689704,0.00217312062177705
