"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.546523488325279,0.0114541927905938,47.7138370478699,1.12639986796456e-235
"RaceChinese",-0.0638962388302233,0.0161986747904939,-3.94453494848359,8.70076454470134e-05
"RaceLatinx",-0.0113973495009328,0.0161986747904939,-0.703597649088018,0.481889128003214
"RaceBlack",-0.0590458183852471,0.0161986747904938,-3.64510178449277,0.000284644117824476
