"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.842888323906191,0.0171094008529152,49.2646312487661,6.14263386324655e-244
"RaceChinese",-0.0302252548340988,0.0241963467302705,-1.24916604853765,0.211971554632967
"RaceLatinx",0.0060619436265651,0.0241963467302705,0.250531358892349,0.802241106441439
"RaceWhite",-0.11912238816571,0.0241963467302704,-4.92315594141671,1.03557689447372e-06
