"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.667383397192167,0.00754119689277283,88.4983387493516,0
"RaceChinese",-0.0325528626898282,0.0106648629222852,-3.05234703221605,0.00234608688624704
"RaceLatinx",-0.0442274047241015,0.0106648629222852,-4.14702045833935,3.73018286008439e-05
"RaceWhite",-0.0389775057046559,0.0106648629222852,-3.65475918337487,0.00027431206300027
