"","term","contrast","estimate","null.value","conf.low","conf.high","adj.p.value","TestName","Model"
"1","Gender","F-M",0.0445302510232165,0,0.0167604836372334,0.0723000184091996,0.00174147834767502,"NC","BERT_base_multi_uncased"
"2","Gender","F-M",0.0443168220078467,0,0.0139769896154266,0.0746566544002668,0.00430213276712366,"SC","BERT_base_multi_uncased"
"3","Gender","F-M",0.0583776125308504,0,0.0339574270793465,0.0827977979823543,3.59588797105292e-06,"PG","BERT_base_multi_uncased"
"4","Gender","F-M",0.0324009656537741,0,0.0111262120074711,0.0536757193000772,0.00292452051241632,"UG","BERT_base_multi_uncased"
"5","Race","Chinese-White",-0.0929976487233812,0,-0.120279965617011,-0.065715331829751,0,"PR","BERT_base_multi_uncased"
"6","Race","Latinx-White",0.00309402493130795,0,-0.0241882919623223,0.0303763418249382,0.991334035226583,"PR","BERT_base_multi_uncased"
"7","Race","Black-White",0.0181507020498248,0,-0.00913161484380539,0.045433018943455,0.317627865829994,"PR","BERT_base_multi_uncased"
"8","Race","Latinx-Chinese",0.0960916736546892,0,0.068809356761059,0.123373990548319,0,"PR","BERT_base_multi_uncased"
"9","Race","Black-Chinese",0.111148350773206,0,0.0838660338795758,0.138430667666836,0,"PR","BERT_base_multi_uncased"
"10","Race","Black-Latinx",0.0150566771185169,0,-0.0122256397751133,0.0423389940121471,0.486649088864369,"PR","BERT_base_multi_uncased"
"11","Race","Chinese-White",0.00642464301482759,0,-0.0210316854827703,0.0338809715124255,0.931300644969077,"UR","BERT_base_multi_uncased"
"12","Race","Latinx-White",-0.00524989901944561,0,-0.0327062275170435,0.0222064294781523,0.960818480942001,"UR","BERT_base_multi_uncased"
"13","Race","Black-White",0.0389775057046559,0,0.0115211772070579,0.0664338342022538,0.00156062974821003,"UR","BERT_base_multi_uncased"
"14","Race","Latinx-Chinese",-0.0116745420342732,0,-0.0391308705318711,0.0157817864633247,0.692907104627293,"UR","BERT_base_multi_uncased"
"15","Race","Black-Chinese",0.0325528626898283,0,0.00509653419223035,0.0600091911874262,0.0125312902187222,"UR","BERT_base_multi_uncased"
"16","Race","Black-Latinx",0.0442274047241015,0,0.0167710762265036,0.0716837332216994,0.000217992078826335,"UR","BERT_base_multi_uncased"
