"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.860004501463244,0.00749340260129419,114.768223091965,0
"RaceChinese",-0.111148350773206,0.0105972715870721,-10.4883931547814,3.39242358311105e-24
"RaceLatinx",-0.0150566771185169,0.0105972715870721,-1.42080694967608,0.155764487159641
"RaceWhite",-0.0181507020498248,0.0105972715870721,-1.71277124500305,0.0871440555774351
