"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.648172387303519,0.00780975220937945,82.9952564340094,2.25281815348018e-253
"GenderF",-0.0781375889480747,0.0110446574932777,-7.07469552547311,6.79118922031946e-12
