"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.641151665617736,0.0194764313982399,32.9193604571563,1.16307024302756e-115
"GenderF",0.0160438919171028,0.0275438334300201,0.58248580241618,0.560569337803872
