"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.726169361057383,0.010195233744006,71.2263572656498,0
"RaceChinese",-0.143011315994837,0.0144182378323372,-9.91877909477202,6.07499233691894e-22
"RaceLatinx",0.00728842615271024,0.0144182378323372,0.505500480534714,0.613347301460258
"RaceBlack",-0.197738352947749,0.0144182378323371,-13.7144604803413,1.39502602182204e-38
