"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.80395050192374,0.0102904656262071,78.1257652594739,0
"RaceChinese",-0.140029790584117,0.0145529160517163,-9.6221121654586,8.2997731644043e-21
"RaceLatinx",0.0115217054232196,0.0145529160517162,0.791711117021173,0.428764994395003
"RaceBlack",-0.21274533371351,0.0145529160517162,-14.6187425913463,4.78703991901113e-43
