"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.439169989101036,0.0198216570786535,22.1560683528317,4.22160262274457e-85
"RaceChinese",0.0783907945821524,0.0280320562693405,2.79646964992328,0.00529098918914512
"RaceLatinx",0.21414518725341,0.0280320562693405,7.63929642534385,6.27387611212749e-14
"RaceWhite",0.207866419345545,0.0280320562693404,7.41531114764833,3.10983968496412e-13
