"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.281109992685893,0.014484202936501,19.4080401882163,1.58284336533511e-59
"GenderF",0.0104477454972969,0.020483756232964,0.510050274884821,0.610298969767618
