"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.742684555633038,0.0164437218993526,45.1652344997564,1.00194503177352e-158
"GenderF",0.124621847934639,0.0232549345259559,5.35894211164271,1.42041398299283e-07
