"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.488655934758543,0.0110716573188079,44.1357531838023,2.11170019917251e-155
"GenderF",-0.0199411296795636,0.0156576879382055,-1.27356795960318,0.203559849285487
