"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.681501940378434,0.0089046231616732,76.5334959161122,3.45325016486535e-240
"GenderF",-0.00842619862462321,0.0125930388430598,-0.669115590735034,0.503809681931139
