"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.81386351720429,0.00878341064225213,92.6591674183196,1.78011727385952e-271
"GenderF",0.0583776125308503,0.0124216184541652,4.69967844739873,3.59590754003621e-06
