"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.487390352354662,0.0127699730321474,38.1669053746389,4.40110146721329e-135
"GenderF",0.162100416800447,0.0180594690532016,8.9759237285943,1.12589299058356e-17
