"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.568064708276673,0.0102642813239064,55.3438365873313,5.07244919920808e-189
"GenderF",0.10936855012381,0.0145158858562813,7.5344041146813,3.33388464991419e-13
