"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.682878335411931,0.00777533685079026,87.8262059273388,1.19896321070963e-262
"GenderF",0.0382361327870044,0.0109959868264069,3.47728070164473,0.000562386824438256
