"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.509450234394649,0.0100214547437123,50.8359561983043,3.74835707523133e-176
"GenderF",0.140858395304791,0.0141724772132662,9.93886906185603,6.13877192982229e-21
