"term","estimate","std.error","statistic","p.value"
"(Intercept)",0.567637001017987,0.0116964124019486,48.5308641240643,4.80724619876911e-240
"RaceChinese",-0.00413598273222515,0.0165412250499446,-0.25004089598787,0.802620238478932
"RaceLatinx",0.0926253817447056,0.0165412250499445,5.59966879508819,2.95751491826012e-08
"RaceBlack",0.0732855819252718,0.0165412250499445,4.43048091686037,1.0718529763149e-05
